"Date","Montant EUR","Description","N°/Type","Mémo","Compte","Catégorie","Pointé","Labels"
"02/01/2013","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/01/2013","-40.00","Tennis: Abonnement","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"31/12/2012","50.00","remboursemment - CCE Voyage","","","> Dépenses> Vacances> Frais","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"31/12/2012","-10.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"31/12/2012","-3.00","Sandwich turki","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"31/12/2012","-2.50","Peage (Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"31/12/2012","-1.00","parking Menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"31/12/2012","-10.00","Pizzeria derrière lobna","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"30/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/12/2012","-20.00","Lounge Voiliers","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"28/12/2012","-10.00","Porte feuilles & boucles (sousse)","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"28/12/2012","-1.00","parking Aeroport nfidha","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"28/12/2012","-2.00","Jus à aeroport nfidha","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"28/12/2012","-5.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"27/12/2012","-1.00","parking Central park","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"26/12/2012","-13.00","café & soufflet & paté (sousse)","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"26/12/2012","-3.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"25/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/12/2012","-10.00","chez joseph","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"23/12/2012","190.00","Retrait compte epargne classic","","","> Actifs> Placement> Compte epargne classic","> Actifs> Porte-monnaie","NON",""
"21/12/2012","20.00","Remboursement halloula cadeau andré","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"18/12/2012","-10000.00","Depot Moon","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"18/12/2012","-2300.00","Depot pour appart","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"18/12/2012","-12000.00","Depot papa","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"18/12/2012","-4000.00","Depot Walid","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"18/12/2012","400.00","ABT EL MANAR          >TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"18/12/2012","27900.00","RETRAIT ESPECE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"18/12/2012","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"17/12/2012","-15.00","Fleurs offertes pour bravo residanat :)","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"17/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/12/2012","-6.00","2 packs d'eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"16/12/2012","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"16/12/2012","-35.00","Achat clé usb","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON",""
"15/12/2012","-1.00","parking foire Kram","Madison","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"15/12/2012","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"15/12/2012","-20.00","Pizzeria derrière lobna","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"14/12/2012","15.00","Remboursement cce Baaziz","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"14/12/2012","-1.00","parking Angelina","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"14/12/2012","-30.00","Spectacle Baaziz","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"14/12/2012","-10.00","Resto Angelina","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"13/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/12/2012","-10.00","Bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"12/12/2012","-3.00","Foot: Cotisation terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"12/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"10/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/12/2012","-7.00","aprem deco: Gateaux avec halloula","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"07/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"06/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/12/2012","-3.00","Foot: Cotisation terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"04/12/2012","613.00","Change euro","","","> Actifs> Comptes chèques> Compte Euro","> Actifs> Porte-monnaie","NON",""
"04/12/2012","-613.00","VERSEMENT ESPECE 204047","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"03/12/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/12/2012","-15.00","perdus","","","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON",""
"01/12/2012","-40.00","Abonnement cours Salsa Faycla","","","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Salsa"
"30/11/2012","-10.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"23/11/2012","-3.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/11/2012","-60.00","Bar : Angelina","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"22/11/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/11/2012","183.40","Remboursement Leila","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"21/11/2012","-10.00","Gateaux","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"19/11/2012","-3.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/11/2012","-5.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"17/11/2012","-10.00","pack d'eau & cereales","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"17/11/2012","-30.00","Monoprix","gel & deo & bain de bouche","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"16/11/2012","35.00","Remboursement massage","","","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"15/11/2012","-0.60","eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"13/11/2012","-3.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/11/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/11/2012","-25.00","Chocolat (diner chez nadou)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"08/11/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/11/2012","-17.00","Fromage, thon","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"05/11/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/11/2012","-8.00","Cinema","royaume des fourmis","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"02/11/2012","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"02/11/2012","30.00","ATM EL MANAR CAMPUS   TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"01/11/2012","-55.00","perdus","","","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON",""
"01/11/2012","-40.00","Abonnement cours Salsa Faycla","","","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Salsa"
"31/10/2012","-30.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"24/10/2012","-800.00","change pour voyage","","","> Actifs> Comptes chèques> Compte Euro","> Actifs> Porte-monnaie","NON",""
"24/10/2012","-60.00","Timbre de voyage","","","> Dépenses> Vacances> Frais","> Actifs> Porte-monnaie","NON",""
"24/10/2012","850.00","CHEQUE COMPENSE  8958253","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"22/10/2012","200.00","Remboursement Leila","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"21/10/2012","-40.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/10/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"20/10/2012","-5.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"19/10/2012","-40.00","Café Amel (plusieurs jours)","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/10/2012","-40.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"14/10/2012","-55.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"14/10/2012","-2.50","Peage(Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"07/10/2012","-10.00","eau, café , chocolat (trajet)","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/10/2012","-20.00","Mahdia: Resto top kapi","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Halloula"
"07/10/2012","-8.00","Peage(mahdia)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"02/10/2012","-4.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/10/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"01/10/2012","-55.00","perdus","","","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON",""
"01/10/2012","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"01/10/2012","-40.00","Tennis: Abonnement","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"01/10/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"01/10/2012","-4.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"30/09/2012","-10.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"30/09/2012","-30.00","Mahdia: Resto Dar chatt","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Halloula"
"30/09/2012","-8.00","Peage(mahdia)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"30/09/2012","-52.00","Tabarka Caburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"29/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"28/09/2012","80.00","AKMEN GAMES           TUNIS (remboursement halloula)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"28/09/2012","-2.00","fucaccia: complement pizza","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"28/09/2012","-3.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"27/09/2012","-4.00","fucaccia: complement pizza","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"27/09/2012","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"26/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"25/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"24/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"22/09/2012","-16.00","monop: yoghourt, fromage, cereales","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles"
"21/09/2012","-2.00","pistaches","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"21/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"21/09/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/09/2012","200.00","Remboursement Leila","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"20/09/2012","-2.00","fucaccia: complement pizza","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"20/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"20/09/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/09/2012","-1.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"18/09/2012","-10.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"17/09/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/09/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"16/09/2012","-2.50","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"16/09/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"16/09/2012","-5.00","thon; pain; eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"16/09/2012","-10.00","rangement garage: paiement pour videur","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"13/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"11/09/2012","-2.00","eau + yoghourt","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"11/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"11/09/2012","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/09/2012","-3.00","chezy yassine: lablebi","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"11/09/2012","-500.00","economie","","","> Actifs> Placement> Bourse> Compte bourse walid","> Actifs> Porte-monnaie","NON",""
"10/09/2012","-7.00","perdus","","","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON",""
"07/09/2012","-3.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"07/09/2012","-25.00","Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"06/09/2012","360.00","Rembourcement CCE","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"06/09/2012","-5.00","chocolat + boisson","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"05/09/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"05/09/2012","-20.00","Sortie mechwi","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"04/09/2012","-10.00","chezy yassine: lablebi","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"01/09/2012","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"31/08/2012","-6.50","perdus","","","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON",""
"31/08/2012","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"31/08/2012","-5.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"31/08/2012","-6.00","salsa: coin des artistes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"29/08/2012","-3.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/08/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"29/08/2012","-15.00","Remplacement alimentation Dream Box","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"28/08/2012","-0.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/08/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"25/08/2012","-1.00","parking madison","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"25/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"25/08/2012","-10.00","Bar Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"24/08/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"24/08/2012","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/08/2012","200.00","Remboursement Leila","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"23/08/2012","-5.00","Apero maison (feten & mohamed)","","","> Dépenses> Loisirs> Frais apero","> Actifs> Porte-monnaie","NON",""
"23/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"22/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"21/08/2012","-0.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/08/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"20/08/2012","-13.00","monop: cereales & thon","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles"
"19/08/2012","-1.50","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","tabac"
"19/08/2012","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/08/2012","-3.50","mots flechés","","","> Dépenses> Achats & Shopping> Culture","> Actifs> Porte-monnaie","NON",""
"18/08/2012","-16.00","monop: yoghourt, fromage, cereales","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles"
"18/08/2012","-3.50","Monoprix","gel","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"16/08/2012","-1.50","Peage","bizerte","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"14/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"14/08/2012","-4.00","Complément tickets cadeaux maill+claquette+ t shirt @ 174","maillo+claquette  quicksilver ","","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON",""
"14/08/2012","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"10/08/2012","-20.00","Fleurs (diner chez les zou)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"09/08/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/08/2012","-3.00","salsa: trokadero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"09/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"07/08/2012","-2.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"07/08/2012","-2.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/08/2012","-4.00","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"07/08/2012","-25.00","Seed box","","","> Dépenses> Achats & Shopping> Culture","> Actifs> Porte-monnaie","NON",""
"06/08/2012","-2.00","parking trokadero","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"06/08/2012","-15.00","salsa: trokadero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"03/08/2012","-4.00","pack d'eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/08/2012","-2.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"02/08/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"02/08/2012","-6.00","salsa: trokadero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"01/08/2012","-4.00","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"31/07/2012","-6.00","salsa: trokadero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"31/07/2012","-5.00","salsa: lake club","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"30/07/2012","-2.00","parking lake club","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"30/07/2012","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"30/07/2012","-5.00","tabac","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa;tabac"
"29/07/2012","-3.00","monop: dej dimanche","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles"
"29/07/2012","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"29/07/2012","-5.00","Carte TT","moon","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"29/07/2012","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/07/2012","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"28/07/2012","-30.00","Chocolat; chips, revues, biscuits, yoghourt","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"28/07/2012","-95.00","Ikea: étagères télés + meubles rangement","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"26/07/2012","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/07/2012","380.00","Remboursement Taha","Taha","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"24/07/2012","-10.00","cea: timbre 10dt","Taha","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"24/07/2012","20.00","ABT EL MANAR          >TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"24/07/2012","-10.00","salsa: trokadero + big cheese brooklyn","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"24/07/2012","35.00","Remboursement massage","","","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"23/07/2012","-10.00","salsa: lake club","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"23/07/2012","-6.00","salsa: trokadero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"22/07/2012","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/07/2012","200.00","Remboursement Leila (03/08)","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"16/07/2012","-20.00","Canari","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"16/07/2012","-15.00","Bar Hammamet: Brau house","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"16/07/2012","-10.00","Timbre fiscal","","","> Dépenses> Banque> Frais CEA","> Actifs> Porte-monnaie","NON",""
"15/07/2012","-25.00","Hammamet: snack el medina","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"13/07/2012","100.00","GAB CHARGUIA AEROPORT >TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
