"Date","Montant EUR","Description","N°/Type","Mémo","Compte","Catégorie","Pointé","Labels"
"08/05/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/05/2013","200.00","DAB AB 06.05.13 OPE 199268","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"07/05/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/05/2013","-15.00","pause dej: bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"05/05/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"05/05/2013","-5.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"05/05/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"05/05/2013","-180.00","installation nouvelle parabole pour recepteur chambre","","","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"03/05/2013","-15.00","pause dej: agadou","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"01/05/2013","-40.00","Abonnement cours Salsa Faycla","","","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Salsa"
"01/05/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"01/05/2013","-40.00","BAR","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"01/05/2013","-15.00","pause dej: BON GUSTO","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"01/05/2013","-32.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"29/04/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/04/2013","-15.00","pause dej: sw","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"27/04/2013","-5.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"26/04/2013","50.00","ABT BARRAKET ESSAHEL  >NABEUL","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"24/04/2013","-10.00","pause dej: bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"24/04/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/04/2013","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"23/04/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/04/2013","-15.00","pause dej: sw","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"21/04/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"20/04/2013","-5.00","cadeau","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"20/04/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/04/2013","-32.00","cadeau","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"18/04/2013","-32.00","cadres photos pour maman halloula","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"18/04/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/04/2013","-1.00","parking nirvana","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"18/04/2013","-7.00","nirvana","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"17/04/2013","100.00","Agence TAMAYOUZ       >CITE MA","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"15/04/2013","-1.50","pause dej: sw thon manar","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"14/04/2013","-5.00","Café a phenicia avec salsa","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/04/2013","-5.00","Café a l'aeroport","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/04/2013","-15.00","bouffe:  thon + fromage + gateaux","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"14/04/2013","-1.00","parking aeroport","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/04/2013","200.00","Remboursement avance cce","Leila","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"12/04/2013","30.00","ATM TQB AG AOUINA     AOUINA","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"12/04/2013","-5.00","Café a hammamet","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/04/2013","-5.00","Café a l'aeroport","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/04/2013","-10.00","mechmoum a hammamet","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"12/04/2013","-1.00","parking hammamet","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/04/2013","-1.00","parking aeroport","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/04/2013","-20.00","boites a bijoux & boucles","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"07/04/2013","-5.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"07/04/2013","-65.00","2 Echarpes en soie","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"05/04/2013","70.00","GAB SHELL SORTIE SUD  >EL MOUR","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"05/04/2013","-4.00","pause dej: sw am naceur + coca + café","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"05/04/2013","-191.00","Perdus :/","","","> Dépenses","> Actifs> Porte-monnaie","NON",""
"05/04/2013","-900.00","VERSEMENT ESPECE 209663","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"03/04/2013","-5.00","pause dej: sw charguia","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/04/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/04/2013","-10.00","Orange","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"01/04/2013","-40.00","Tennis: Abonnement","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"01/04/2013","-10.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/04/2013","-5.00","pause dej: fricassé + sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"01/04/2013","-20.00","fucacca + gourmet","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"01/04/2013","-8.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/03/2013","60.00","ATM BT DAB AEROPORT   TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"28/03/2013","-20.00","Carte TT pour papa","","","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"28/03/2013","-5.00","Deblocage n8","","","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"28/03/2013","-7.00","Chargeur sagem","","","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"27/03/2013","180.00","Remboursement cadeau Makram (Slim)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"27/03/2013","180.00","Remboursement cadeau Makram (Mohamed)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"27/03/2013","180.00","Remboursement cadeau Makram (fa7oul)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"27/03/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/03/2013","180.00","Remboursement cadeau Makram (Leyla)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"25/03/2013","180.00","Remboursement cadeau Makram (samir)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"24/03/2013","-7.00","Café (sousse)","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/03/2013","-10.00","Peage(mahress)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"22/03/2013","100.00","ABT SOUSSE H.BOURGUIB >SOUSSE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"21/03/2013","-2.00","Municipalité - signature légalisée des contrats de prêt hypotheque","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"21/03/2013","40.00","AGENCE JARDINS DU LAC BERGES D","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"21/03/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/03/2013","-3.00","Attestation de paiment de taxes municipales","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"21/03/2013","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"20/03/2013","-1.00","parking Palmarium","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"19/03/2013","-9.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"18/03/2013","100.00","Remboursement avance photo cce","cce: remboursement photo","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"13/03/2013","-6.00","Foot: Cotisation terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"12/03/2013","-7.50","OTC - Extrait Plan de situation","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"12/03/2013","-1.50","parking La Fayette","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/03/2013","-5.00","pause dej: fricassé + sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"12/03/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/03/2013","-1000.00","complement remboursement hela (rembrousée le 21-08-2013)","halloula: emprunt pour enregis","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"11/03/2013","20.00","ABT TS LIBERTE        >TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"08/03/2013","-3.00","pause dej: complement fucacca","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/03/2013","-30.00","nirvana","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"06/03/2013","-1.00","pause dej: complement Med Smile","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"06/03/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/03/2013","-3.00","Gateaux gourmet","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"04/03/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/03/2013","-2.00","parking Av Paris","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"03/03/2013","12.00","Remboursement Theatre: monstranum","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"03/03/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/03/2013","-20.00","Theatre: monstranum","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"02/03/2013","-6.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"02/03/2013","15.00","Remboursement Theatre: Macbeth","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"02/03/2013","-5.00","mots flechés","","","> Dépenses> Achats & Shopping> Culture","> Actifs> Porte-monnaie","NON",""
"02/03/2013","-30.00","Theatre: Macbeth","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"01/03/2013","50.00","ABT MENZAH 8          >MENZAH","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"01/03/2013","-3.00","distributeur","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/03/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/02/2013","-10.00","CPF - Extrait Titre foncier & historique des operations en cours","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"27/02/2013","50.00","RET PET SERV          TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"27/02/2013","50.00","CHARGUIA              Tunis","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"27/02/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/02/2013","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"22/02/2013","-2.00","distributeur","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/02/2013","-2.00","dejeuner (complement)","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"20/02/2013","-6.00","Foot: Cotisation terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"18/02/2013","-2.00","dejeuner","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"18/02/2013","-5.00","cytheal","gel","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"18/02/2013","-20.00","Fleurs (Naissance bébé alifa)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"18/02/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/02/2013","-6.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"15/02/2013","35.00","Remboursement massage","","","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"15/02/2013","50.00","ATM BT EL MANAR III   EL MANAR","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"14/02/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/02/2013","-6.00","Gateaux gourmet","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"11/02/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/02/2013","-5.00","salsa: sucré coeur","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"09/02/2013","-10.00","Lounge Voiliers","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"08/02/2013","-2.00","frais pauses boulot","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/02/2013","-15.00","pause dej: agadou","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"07/02/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/02/2013","-5.00","pressing (veste)","","","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON",""
"06/02/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"05/02/2013","-40.00","Abonnement cours Salsa Faycla","","","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Salsa"
"04/02/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/02/2013","-10.00","eau, café , chocolat (trajet)","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"02/02/2013","-3.00","Peage(Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"01/02/2013","-10.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/02/2013","100.00","ATB TOTAL AUTOROUTE   GROMBALI","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"31/01/2013","-31.50","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"30/01/2013","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"30/01/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/01/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/01/2013","-2.00","Terzi","","","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON",""
"25/01/2013","70.00","SATATION SHELL GROMBA >GROMBAL","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"25/01/2013","-2.50","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"25/01/2013","-10.00","Bongusto","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"24/01/2013","-2.00","réparation sac de sport (couturier)","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"23/01/2013","30.00","GAB EL MENZEH 6       EL MENZA","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"22/01/2013","-2.00","Coca après tennis","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"21/01/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/01/2013","-5.00","sousse","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"20/01/2013","-10.00","Fleurs a sousse","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"20/01/2013","-6.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"19/01/2013","-20.00","Lounge Voiliers","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"17/01/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/01/2013","-9.00","Tennis: Grippe","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"14/01/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/01/2013","-2.00","shapati el mahdia au centre ville","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"13/01/2013","-30.00","cheese cacke au lac","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
