"Date","N°/Type","Description","Mémo","Montant EUR","Compte","Catégorie","Pointé","Labels"
"27/08/2011","","Cadeau mariage (slim & rania)","","-215.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"25/08/2011","","tabac pour moon","","-5.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"25/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"24/08/2011","","salont de thé - Cote d'or","","-30.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"22/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/08/2011","","Restaurant Essaraya","","-65.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"18/08/2011","","BAOUEB MOUNIR          0000001","","223.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"18/08/2011","","ABT LAC MARINA         0234395","","150.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"17/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"16/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"15/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"14/08/2011","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"13/08/2011","","ABT SHERATON           0045142","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"13/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"13/08/2011","","gateaux (pyramide)","","-20.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON","Quotidien"
"12/08/2011","","la movida (soirée salsa)","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"12/08/2011","","VERSEMENT ESPECE 182943","","-800.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"11/08/2011","","ABT LAC MARINA         0232187","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"11/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"11/08/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"10/08/2011","","la movida (soirée salsa)","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"09/08/2011","","Marsa","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"08/08/2011","","monop","bouffe","-20.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON","Quotidien"
"08/08/2011","","monop","","-20.00","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON","Quotidien"
"07/08/2011","","la movida (soirée salsa)","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"05/08/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2011","","Rembourcement CCE","","360.00","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"04/08/2011","","Invitation piscine","","-25.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2011","","Sport: Abonnement Sheraton","","-1350.00","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2011","","Retrait depuis les économies","","800.00","> Actifs> Placement> Bourse> Compte bourse walid","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2011","","Retrait depuis les économies","","800.00","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2011","","Retrait depuis les économies","","800.00","> Actifs> Placement> Bourse> Compte bourse moon","> Actifs> Porte-monnaie","NON","Quotidien"
"02/08/2011","","boissons sortie bateau","","-15.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"02/08/2011","","sortie bateau","","-60.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"01/08/2011","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"01/08/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"12/07/2011","","Movenpick & entrée trinidad","","-80.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"11/07/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"10/07/2011","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"09/07/2011","","Café Amel","","-8.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"04/07/2011","","GAB AG EL MANAR -CAM   0000017","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"04/07/2011","","Café Amel","","-8.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"03/07/2011","","sw + gateau avant salsa","","-4.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"03/07/2011","","tabac pour moon","","-5.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"03/07/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"02/07/2011","","Bar Sheraton","","-50.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"01/07/2011","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"01/07/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/06/2011","","ABT BARDO CENTRE       0423601","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"28/06/2011","","ABT MENZAH V           0124435","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"28/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"28/06/2011","","salon de thé - 4 ever","","-25.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"27/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/06/2011","","ATM ABT EL GHAZALA     0426549","","200.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"23/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"20/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"16/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"14/06/2011","","Golden Tulip","","-30.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"13/06/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"12/06/2011","","ATM ABT EL GHAZALA     0419371","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"12/06/2011","","Frais séjour a hammamet","","-100.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"10/06/2011","","ATM AB ELMANAR CAMPU   0050355","","150.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"10/06/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"10/06/2011","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"09/06/2011","","séjour hammamet","","-65.00","> Dépenses> Vacances","> Actifs> Porte-monnaie","NON","Quotidien"
"08/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"07/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"06/06/2011","","RETRAIT ESPECE","","200.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"06/06/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/06/2011","","Latina","","-10.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"04/06/2011","","salon de thé - sex seven","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"04/06/2011","","produits rasage et aute a monop","","-50.00","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON","Quotidien"
"04/06/2011","","pile pour montre","","-5.00","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"04/06/2011","","cadeaux","","-25.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Quotidien"
"03/06/2011","","RETRAIT ESPECE","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"02/06/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"31/05/2011","","Remboursement Cinema","","4.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"31/05/2011","","ABT MENZAH V           0119273","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"31/05/2011","","salont de thé - Cote d'or","","-25.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"31/05/2011","","Cinema","plus jamais peur","-8.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"31/05/2011","","parking","","-3.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"30/05/2011","","bijoux halloula","","-15.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2011","","essence","","-50.00","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2011","","Aqua lunge","","-20.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"29/05/2011","","Trinidad","","-100.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"28/05/2011","","ABT EL MANAR           0279765","","200.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"28/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/05/2011","","CEA: enregistrement","","-110.00","> Dépenses> Banque> Frais CEA","> Actifs> Porte-monnaie","NON","Quotidien"
"26/05/2011","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"25/05/2011","","Bar Madison","","-55.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"24/05/2011","","ATM ABT EL GHAZALA     0406877","","200.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"24/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"22/05/2011","","salon de thé - six, seven..","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"21/05/2011","","resto: cubana café","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"21/05/2011","","boissons theatre","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"20/05/2011","","parking","","-3.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"20/05/2011","","ABT BACH HAMBA         0386417","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"19/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/05/2011","","Remboursement: Ouel baballah","","7.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"18/05/2011","","Bar Madison","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"17/05/2011","","ABT NLLE ARIANA        0183361","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"17/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"16/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"15/05/2011","","Canari","","-20.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"14/05/2011","","Café , glaces (hammamet)","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"14/05/2011","","Bar hotel lilas","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"14/05/2011","","Soirée, hotel lilas","","-30.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"13/05/2011","","Trinidad","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"12/05/2011","","salon de thé - El 7amra","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"12/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"11/05/2011","","Bar Madison","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"10/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"09/05/2011","","ATM ABT EL GHAZALA     0398262","","120.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"09/05/2011","","pause dej","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"09/05/2011","","salon de thé - El 7amra","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"08/05/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"06/05/2011","","ATM AB ELMANAR CAMPU   0045719","","30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"06/05/2011","","pourboire (KM5)","","-5.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"06/05/2011","","pause dej","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"04/05/2011","","pause dej","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"04/05/2011","","Bar Madison","","-15.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"02/05/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2011","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"30/04/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/04/2011","","9obet hwé","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"25/04/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"24/04/2011","","ATM BT LA MARSA        0006617","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"24/04/2011","","salon de thé - El 7amra","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"23/04/2011","","Essence","","-50.00","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON","Quotidien"
"23/04/2011","","ATM STAR OIL_          0016786","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"23/04/2011","","Bar Aeroport","","-15.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"22/04/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/04/2011","","RETRAIT ESPECE","","120.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"19/04/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/04/2011","","ATM BT ARIANA          0003814","","60.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"17/04/2011","","Cafés à Hammamet","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"15/04/2011","","Resto à Hammamet","","-50.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"13/04/2011","","Sheraton","","-30.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"11/04/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"10/04/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"10/04/2011","","el 7amra","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"10/04/2011","","Mouchoirs","","-1.50","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON","Quotidien"
"09/04/2011","","ATM BT MONOPRIX MENZ   0007621","","80.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"07/04/2011","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/04/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"04/04/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"03/04/2011","","DAB UIB EL GHAZALA     0009724","","30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"02/04/2011","","séjour hammamet (CCE)","","-40.00","> Dépenses> Vacances> Frais","> Actifs> Porte-monnaie","NON","Quotidien"
"01/04/2011","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"31/03/2011","","Café Amel (alignement)","","-23.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"30/03/2011","","retrait","","30.00","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON","Quotidien"
"29/03/2011","","pause dej","","-10.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"28/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/03/2011","","photos adel","","-3.00","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"27/03/2011","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"27/03/2011","","pain + brioches","","-1.50","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"26/03/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"25/03/2011","","Café Amel","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"24/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/03/2011","","Remboursement massage","","35.00","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"23/03/2011","","sent bon","","-5.00","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"23/03/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"22/03/2011","","Café Amel","","-6.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/03/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/03/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"17/03/2011","","pause dej","","-5.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"17/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"17/03/2011","","boissons a dieudo","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"15/03/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"14/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"12/03/2011","","sw + gateau avant salsa","","-4.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"12/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"11/03/2011","","spectacle dieudonné","","-40.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"11/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"10/03/2011","","ATM ABT EL GHAZALA     0362295","","150.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"10/03/2011","","Café Amel","","-11.20","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"09/03/2011","","contribution recepteur","","-10.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON","Quotidien"
"09/03/2011","","2 fromages","","-0.50","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"09/03/2011","","pack eau","","-3.30","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"08/03/2011","","ATM ABT EL GHAZALA     0361068","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"08/03/2011","","café du matin","","-1.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"07/03/2011","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"06/03/2011","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"04/03/2011","","snack","","-0.40","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"04/03/2011","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"03/03/2011","","pack d'eau","","-2.60","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"03/03/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"01/03/2011","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"28/02/2011","","ATM ABT EL GHAZALA     0356470","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"28/02/2011","","alignement","","-55.43","> Dépenses","> Actifs> Porte-monnaie","NON","Quotidien"
"26/02/2011","","Café Amel","","-16.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"24/02/2011","","Café Amel","","-8.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/02/2011","","buvette","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/02/2011","","ABT EL MANAR           0247011","","30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"21/02/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/02/2011","","sw 3am naceur","","-2.50","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"19/02/2011","","Café Amel","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/02/2011","","Vignette","","-120.00","> Dépenses> Auto> Assurance/vignette","> Actifs> Porte-monnaie","NON","Quotidien"
"19/02/2011","","timbre pour crédit","","-10.00","> Dépenses> Banque> Frais banquaires","> Actifs> Porte-monnaie","NON","Quotidien"
"18/02/2011","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
